interp_domain_loss,interp_boundary_loss,interp_comb_loss,extrap_domain_loss,extrap_boundary_loss,extrap_comb_loss,grad1,grad2,grad3,interp_l2,extrap_l2
0.0005176061531528,0.0001199645776068,0.0006375707453116,2.7555673122406006,0.0001120208253269,2.7556793689727783,,,,0.005983920302242041,0.007940464653074741
0.0011330882553011,0.000547679781448,0.0016807680949568,8.443107604980469,0.0005261691985651,8.443634033203125,,,,0.006349510978907347,0.024111934006214142
0.0004286038456484,0.000206034106668,0.0006346379523165,10.243151664733888,0.0002165759506169,10.243368148803713,,,,0.005613145884126425,0.01572308875620365
0.0019005166832357,0.0001937254564836,0.0020942422561347,17.170875549316406,0.0001988036674447,17.17107391357422,,,,0.006207434460520744,0.029916848987340927
0.0005231020622886,0.001998082967475,0.002521184971556,7.168903827667236,0.0019953027367591,7.170898914337158,,,,0.004439076874405146,0.013894504867494106
0.0009578302269801,0.0011386949336156,0.0020965251605957,8.72242546081543,0.0010372310644015,8.72346305847168,,,,0.004328684415668249,0.013588055036962032
0.0044526755809783,0.013908608816564,0.018361285328865,1.4388058185577393,0.0140110943466424,1.4528169631958008,,,,0.012877168133854866,0.01278166938573122
0.0002460014948155,0.0001572533801663,0.0004032548749819,7.883598327636719,0.0001774097909219,7.88377571105957,,,,0.005697882734239101,0.015519744716584682
0.0037110259290784,0.0017105021979659,0.0054215281270444,9.40414047241211,0.0016685554292052,9.40580940246582,,,,0.005388303194195032,0.026681402698159218
0.0027231955900788,0.0005040818941779,0.0032272774260491,2.395958423614502,0.0004919791826978,2.3964505195617676,,,,0.005827267654240131,0.011586438864469528
0.002417360432446,0.0014412208693102,0.0038585811853408,4.444466590881348,0.0013302427250891,4.445796966552734,,,,0.006822205148637295,0.01455586776137352
0.001469547743909,0.0002111757494276,0.0016807235078886,13.115307807922363,0.000218899876927,13.115527153015137,,,,0.005937696434557438,0.03279741853475571
0.0003988661628682,0.0001436178426956,0.0005424839910119,6.6345343589782715,0.0001619199902052,6.6346964836120605,,,,0.005543581675738096,0.031503595411777496
0.0019057857571169,0.0002056885714409,0.0021114742849022,2.304011821746826,0.0001904147065943,2.3042023181915283,,,,0.005819273646920919,0.019055712968111038
0.0008027899893932,0.0002763819356914,0.0010791718959808,6.991614818572998,0.0002858080551959,6.991900444030762,,,,0.005271808244287968,0.01514438260346651
0.000409650907386,0.0001378560555167,0.0005475069629028,3.0992538928985596,0.0001414972502971,3.099395275115967,,,,0.0061465720646083355,0.007185751106590033
0.0014016071800142,0.0013119259383529,0.0027135331183671,8.552849769592285,0.0013276936952024,8.554177284240723,,,,0.006635715719312429,0.0221972968429327
0.0006688073626719,0.0010635596700012,0.0017323670908808,3.642392873764038,0.0010430620750412,3.6434359550476074,,,,0.005540130194276571,0.01940102130174637
0.0016570384614169,0.0008795951725915,0.0025366335175931,5.143023490905762,0.0008545806631445,5.143877983093262,,,,0.009053463116288185,0.017028886824846268
0.0006340750842355,0.0004725951293949,0.0011066702427342,6.286482810974121,0.0004320440639276,6.286914825439453,,,,0.005188989453017712,0.013414640910923481
